drop_id,measurement_id,n_true,Q_true_C,v_fall_true_m_per_s,v_rise_true_m_per_s,v_fall_measured_m_per_s,v_rise_measured_m_per_s,fall_time_measured_s,rise_time_measured_s,Q_measured_C,Q_measured_in_units_of_e
3,1,7,1.1263e-18,3.4712193576880087e-05,0.0006471375072135265,3.17844980122556e-05,0.000613918294889717,15.730939019619184,0.8144406253438318,1.0123567271110175e-18,6.291837955941688
3,2,7,1.1263e-18,3.4712193576880087e-05,0.0006471375072135265,3.456106778536224e-05,0.00062932175273448,14.46714560745622,0.7945061454294864,1.0937995570616076e-18,6.798008434192713
3,3,7,1.1263e-18,3.4712193576880087e-05,0.0006471375072135265,2.9286445862152036e-05,0.0005956492415221894,17.072744243307742,0.8394201908529986,9.331626574112966e-19,5.7996436134946965
3,4,7,1.1263e-18,3.4712193576880087e-05,0.0006471375072135265,3.794245616279923e-05,0.000690998378410184,13.177850106873846,0.7235906995185374,1.2688467769845504e-18,7.8859339775298345
3,5,7,1.1263e-18,3.4712193576880087e-05,0.0006471375072135265,3.713663292484181e-05,0.0006583719478862431,13.463794658280262,0.7594491253846566,1.195481225460757e-18,7.429964111005327
3,6,7,1.1263e-18,3.4712193576880087e-05,0.0006471375072135265,3.7011128400851565e-05,0.0006627414267365835,13.509450308694069,0.7544420490839975,1.200384567519876e-18,7.4604385799868
3,7,7,1.1263e-18,3.4712193576880087e-05,0.0006471375072135265,3.4128316819008923e-05,0.0007225140549867538,14.650590670838712,0.6920280602834318,1.2373804002465334e-18,7.690369174931842
3,8,7,1.1263e-18,3.4712193576880087e-05,0.0006471375072135265,3.385914944717628e-05,0.0005973294187702395,14.767057299535857,0.8370590570097521,1.027396732976878e-18,6.385312199980597
3,9,7,1.1263e-18,3.4712193576880087e-05,0.0006471375072135265,3.8919909675746606e-05,0.000726961711938311,12.84689517950194,0.6877941324679138,1.3531864908994054e-18,8.410108706646398
3,10,7,1.1263e-18,3.4712193576880087e-05,0.0006471375072135265,2.9247955272832963e-05,0.0006884218349533352,17.095212138279845,0.7262988688234919,1.0707927264870967e-18,6.655020052747648
4,1,7,1.1263e-18,4.931491846519708e-05,0.0005061516135401304,3.9232863002254985e-05,0.0005602835611600209,12.744417861405157,0.8924052652281842,1.0642286541782897e-18,6.614224078174579
4,2,7,1.1263e-18,4.931491846519708e-05,0.0005061516135401304,4.4710074628656225e-05,0.0005458444374933727,11.183161829918593,0.9160118994637015,1.131356853766825e-18,7.031428550446396
4,3,7,1.1263e-18,4.931491846519708e-05,0.0005061516135401304,4.6282663671008004e-05,0.0005230010181290088,10.803181155565293,0.9560210834554531,1.1127053157718635e-18,6.915508488327306
4,4,7,1.1263e-18,4.931491846519708e-05,0.0005061516135401304,4.250592371764751e-05,0.0004919385577852818,11.763066327444877,1.0163870916136581,9.941861182551731e-19,6.178906887850672
4,5,7,1.1263e-18,4.931491846519708e-05,0.0005061516135401304,4.901993011716844e-05,0.0005548015788166399,10.199932941660458,0.9012231022602197,1.2201125864473506e-18,7.583049014588879
4,6,7,1.1263e-18,4.931491846519708e-05,0.0005061516135401304,5.816339981286043e-05,0.0005355433083913836,8.596471348111354,0.9336313089259852,1.3235884626631277e-18,8.226155765463814
4,7,7,1.1263e-18,4.931491846519708e-05,0.0005061516135401304,5.078277922512893e-05,0.00045411336792123674,9.845857348283612,1.1010466445610605,1.0412313990838976e-18,6.47129520872528
4,8,7,1.1263e-18,4.931491846519708e-05,0.0005061516135401304,4.231912157433416e-05,0.0005157855507457787,11.814990042308478,0.9693951280276188,1.03553768657081e-18,6.435908555443195
4,9,7,1.1263e-18,4.931491846519708e-05,0.0005061516135401304,4.99843873683942e-05,0.0005369301699000163,10.00312350164277,0.9312197898901953,1.1993645305875623e-18,7.45409900924526
4,10,7,1.1263e-18,4.931491846519708e-05,0.0005061516135401304,5.2791528053983166e-05,0.0005244198085333411,9.471216659777564,0.9534346183420557,1.2172516067271927e-18,7.565267910050918
5,1,8,1.2872e-18,3.796278133047867e-05,0.0007012893765866353,3.239376322608816e-05,0.0007638885331461766,15.435069908683147,0.6545457593671206,1.262593320569214e-18,7.847068493282871
5,2,8,1.2872e-18,3.796278133047867e-05,0.0007012893765866353,3.75631959743227e-05,0.0006342919453226015,13.310901456356056,0.7882805444513402,1.1626006805349383e-18,7.225610195990916
5,3,8,1.2872e-18,3.796278133047867e-05,0.0007012893765866353,3.6388219418523604e-05,0.000603197164499874,13.74071081217765,0.8289163633827136,1.0862697046117372e-18,6.7512100970275775
5,4,8,1.2872e-18,3.796278133047867e-05,0.0007012893765866353,3.6656555895491236e-05,0.0007539411931521403,13.640124877675705,0.6631816971156043,1.3485670192826437e-18,8.381398503931907
5,5,8,1.2872e-18,3.796278133047867e-05,0.0007012893765866353,3.671902501136459e-05,0.0006408664203534284,13.616919290347425,0.7801937878477972,1.1569539851107323e-18,7.190515755815614
5,6,8,1.2872e-18,3.796278133047867e-05,0.0007012893765866353,3.6982640025509797e-05,0.0007336157042038559,13.519856874877272,0.681555747968368,1.3213179827668316e-18,8.212044641186026
5,7,8,1.2872e-18,3.796278133047867e-05,0.0007012893765866353,3.284012168214015e-05,0.0006298228847519173,15.225278543103608,0.7938739796616734,1.0592869948577376e-18,6.583511465865367
5,8,8,1.2872e-18,3.796278133047867e-05,0.0007012893765866353,3.844495511743527e-05,0.0006136672156423907,13.005607588113525,0.814773850150357,1.1439102968183284e-18,7.109448706142501
5,9,8,1.2872e-18,3.796278133047867e-05,0.0007012893765866353,4.534698120400482e-05,0.0006905360537166856,11.026092293787409,0.7240751548146405,1.4213968553438215e-18,8.834038877214553
5,10,8,1.2872e-18,3.796278133047867e-05,0.0007012893765866353,3.451960555972036e-05,0.0006439691979969768,14.48452240089995,0.7764346517740548,1.1170716975959063e-18,6.942645727755788
6,1,8,1.2872e-18,2.8920459925054267e-05,0.0008396171667044222,2.7523246918083104e-05,0.0007917734003654094,18.16646130044686,0.6314938084169616,1.1787315968963184e-18,7.325864492829822
6,2,8,1.2872e-18,2.8920459925054267e-05,0.0008396171667044222,2.2871457482409538e-05,0.0009457229910935838,21.861309030460806,0.5286960396530348,1.2460331281589243e-18,7.7441462284582
6,3,8,1.2872e-18,2.8920459925054267e-05,0.0008396171667044222,2.8875681393622604e-05,0.0008373185933367573,17.315608701460064,0.5971442697903966,1.2825379879377215e-18,7.971025406698083
6,4,8,1.2872e-18,2.8920459925054267e-05,0.0008396171667044222,3.128578773843652e-05,0.0007510707650396655,15.981697637925196,0.6657162324426169,1.2151311753341302e-18,7.552089343282351
6,5,8,1.2872e-18,2.8920459925054267e-05,0.0008396171667044222,2.6727343015151304e-05,0.0008780225698028053,18.70743379604018,0.5694614434709745,1.278927357370299e-18,7.948585191860155
6,6,8,1.2872e-18,2.8920459925054267e-05,0.0008396171667044222,2.8734275641230018e-05,0.0008685757588384216,17.400821452501273,0.5756550248059749,1.3247139488812206e-18,8.233150707776387
6,7,8,1.2872e-18,2.8920459925054267e-05,0.0008396171667044222,2.8688843667797662e-05,0.0008193504764814367,17.428377587808967,0.6102394693747738,1.2507899808331752e-18,7.773710259994874
6,8,8,1.2872e-18,2.8920459925054267e-05,0.0008396171667044222,3.3066252645265546e-05,0.0009291030360907787,15.121157071047493,0.5381534453958529,1.5443241746653095e-18,9.598037132786262
6,9,8,1.2872e-18,2.8920459925054267e-05,0.0008396171667044222,2.169393356324173e-05,0.0009639080939367227,23.047917914121467,0.518721653179544,1.2277029704280083e-18,7.6302235576631965
6,10,8,1.2872e-18,2.8920459925054267e-05,0.0008396171667044222,3.5163602099953685e-05,0.0009430393937710375,14.21924860197012,0.5302005444338798,1.6281952329913634e-18,10.119299148485789
7,1,6,9.653999999999999e-19,4.9404540075333735e-05,0.0004262107408139002,4.8345679823118154e-05,0.0003968365433132385,10.3421857305419,1.2599646086659175,8.923868125826994e-19,5.546220090632066
7,2,6,9.653999999999999e-19,4.9404540075333735e-05,0.0004262107408139002,5.300036610102999e-05,0.0003998253397446927,9.4338970988784,1.2505460517316724,9.571115469144257e-19,5.948486929238196
7,3,6,9.653999999999999e-19,4.9404540075333735e-05,0.0004262107408139002,5.1164131336703354e-05,0.0004252781544477421,9.77247120076321,1.1757011141315035,9.867973293715791e-19,6.132985266448596
7,4,6,9.653999999999999e-19,4.9404540075333735e-05,0.0004262107408139002,5.542226224192567e-05,0.0004096116215084697,9.021645450296353,1.2206684911884547,1.0084608659664569e-18,6.26762502154417
7,5,6,9.653999999999999e-19,4.9404540075333735e-05,0.0004262107408139002,4.7216895455899476e-05,0.0004423311653803234,10.589429804147107,1.1303747941208078,9.67998466578618e-19,6.016149574758347
7,6,6,9.653999999999999e-19,4.9404540075333735e-05,0.0004262107408139002,5.89585866697566e-05,0.00042966180353249344,8.480528931275757,1.1637059563806147,1.0978017235933426e-18,6.82288206086602
7,7,6,9.653999999999999e-19,4.9404540075333735e-05,0.0004262107408139002,4.7347056565063566e-05,0.00046275845042486995,10.560318555661597,1.080477297693727,1.0102560674568575e-18,6.278782271329133
7,8,6,9.653999999999999e-19,4.9404540075333735e-05,0.0004262107408139002,5.295241981331678e-05,0.00038565799284318025,9.44243911350501,1.2964855112008908,9.265831920722761e-19,5.758751970617005
7,9,6,9.653999999999999e-19,4.9404540075333735e-05,0.0004262107408139002,4.675566575972479e-05,0.00047294597843895047,10.693891144005455,1.0572031961247383,1.0217966534562757e-18,6.35050747952937
7,10,6,9.653999999999999e-19,4.9404540075333735e-05,0.0004262107408139002,5.15191178308757e-05,0.00032094952252712926,9.705135123652044,1.5578773760529148,7.745280471510661e-19,4.81372310224404
8,1,8,1.2872e-18,2.67997807505668e-05,0.0008823214846388103,2.8091474275729254e-05,0.0009640647196179052,17.798994637742986,0.5186373796545202,1.4450276225923673e-18,8.980905050294389
8,2,8,1.2872e-18,2.67997807505668e-05,0.0008823214846388103,2.4555080984566195e-05,0.0009420710661149216,20.362384482228713,0.5307455222693421,1.2982708740438746e-18,8.068805929421222
8,3,8,1.2872e-18,2.67997807505668e-05,0.0008823214846388103,3.181755493449581e-05,0.0009172944089657896,15.71459532416529,0.5450812684705325,1.4889720206696323e-18,9.254021259599952
8,4,8,1.2872e-18,2.67997807505668e-05,0.0008823214846388103,2.5123142795944357e-05,0.0008362235858100325,19.901968637487318,0.5979262107462089,1.1729809386669106e-18,7.290123919620327
8,5,8,1.2872e-18,2.67997807505668e-05,0.0008823214846388103,2.6834711316173644e-05,0.0009156529073629199,18.6325835261974,0.5460584419919551,1.3354880539508423e-18,8.300112206033825
8,6,8,1.2872e-18,2.67997807505668e-05,0.0008823214846388103,2.696814930042594e-05,0.000926578409614977,18.540389792046387,0.5396197394754385,1.3551933501122449e-18,8.422581417726818
8,7,8,1.2872e-18,2.67997807505668e-05,0.0008823214846388103,2.640597031930961e-05,0.0008982582376738451,18.93511179304668,0.5566328022716653,1.2975982637346905e-18,8.06462562917769
8,8,8,1.2872e-18,2.67997807505668e-05,0.0008823214846388103,2.9385451957789672e-05,0.000788369144270436,17.01522238685381,0.6342206612648502,1.2235470017635616e-18,7.6043940445218245
8,9,8,1.2872e-18,2.67997807505668e-05,0.0008823214846388103,2.709112599006815e-05,0.0008916532384454452,18.45622807200057,0.5607561083630741,1.309306890749355e-18,8.137395219076165
8,10,8,1.2872e-18,2.67997807505668e-05,0.0008823214846388103,2.9267147363112272e-05,0.0008623172752806834,17.084001860399624,0.5798329852979583,1.330802005277222e-18,8.270988224221393
9,1,6,9.653999999999999e-19,5.2584162290203205e-05,0.0004062385547563055,5.6018162127361576e-05,0.0004510339709880521,8.925676620079248,1.108563948974134,1.1063430546003734e-18,6.875966778125378
9,2,6,9.653999999999999e-19,5.2584162290203205e-05,0.0004062385547563055,4.2857128504929354e-05,0.00045371286149454643,11.66667057365943,1.102018572612163,9.281700440280462e-19,5.7686143196273845
9,3,6,9.653999999999999e-19,5.2584162290203205e-05,0.0004062385547563055,4.740261465641628e-05,0.0003617984776793557,10.547941366190472,1.381984808800455,8.109667542925816e-19,5.040191139170799
9,4,6,9.653999999999999e-19,5.2584162290203205e-05,0.0004062385547563055,3.744277943080363e-05,0.0003736103813715773,13.353709516250744,1.33829257678662,7.099597281639476e-19,4.412428391323478
9,5,6,9.653999999999999e-19,5.2584162290203205e-05,0.0004062385547563055,5.2558622453626776e-05,0.0003906664841621186,9.513186926486842,1.2798640791322917,9.32320786074274e-19,5.794411349125382
9,6,6,9.653999999999999e-19,5.2584162290203205e-05,0.0004062385547563055,5.01520035421605e-05,0.00036104462301700467,9.969691431762499,1.3848703681606989,8.419080132202865e-19,5.2324923133641175
9,7,6,9.653999999999999e-19,5.2584162290203205e-05,0.0004062385547563055,5.71444159619061e-05,0.0004451730199244792,8.749761312344368,1.1231588115668416,1.1085804852066512e-18,6.889872499730585
9,8,6,9.653999999999999e-19,5.2584162290203205e-05,0.0004062385547563055,5.478280351170845e-05,0.000329600512073586,9.126951670027942,1.5169879344373438,8.280330933997577e-19,5.146259126163814
9,9,6,9.653999999999999e-19,5.2584162290203205e-05,0.0004062385547563055,6.45383573632871e-05,0.0004122092317150608,7.747330741399176,1.212976230347079,1.1277829155515473e-18,7.009216380059337
9,10,6,9.653999999999999e-19,5.2584162290203205e-05,0.0004062385547563055,5.542165207313945e-05,0.0003453720093239404,9.0217447747706,1.4477143095027913,8.691456366514996e-19,5.401775243328151
10,1,5,8.045e-19,3.0689350439322537e-05,0.0004932517542454838,3.065423124235929e-05,0.0005136405171299743,16.310961969552814,0.9734434557339982,8.351828649719464e-19,5.190695245319741
10,2,5,8.045e-19,3.0689350439322537e-05,0.0004932517542454838,3.025694192787829e-05,0.0005362712909566931,16.52513334598787,0.9323639143688148,8.6256792719005885e-19,5.360894513300552
10,3,5,8.045e-19,3.0689350439322537e-05,0.0004932517542454838,3.468002523321639e-05,0.0004269822088958081,14.417521228361219,1.1710089778518376,7.621702659945744e-19,4.736918993129735
10,4,5,8.045e-19,3.0689350439322537e-05,0.0004932517542454838,3.329831528537053e-05,0.0005127026415283944,15.015774693552524,0.9752241543157899,8.799933874360448e-19,5.469194452678961
10,5,5,8.045e-19,3.0689350439322537e-05,0.0004932517542454838,3.067493873670273e-05,0.00041577117759900137,16.29995105423788,1.2025845631902718,6.853164276844696e-19,4.259269283309321
10,6,5,8.045e-19,3.0689350439322537e-05,0.0004932517542454838,3.52309102052496e-05,0.0005128227152731313,14.192082948952516,0.9749958126049431,9.132517357706597e-19,5.675896431141453
10,7,5,8.045e-19,3.0689350439322537e-05,0.0004932517542454838,2.5216668762513348e-05,0.0004812591043341548,19.828154333505427,1.038941384167213,6.912680413977593e-19,4.296258802969294
10,8,5,8.045e-19,3.0689350439322537e-05,0.0004932517542454838,3.169357775693493e-05,0.000518238669866225,15.776066805540568,0.9648064281445208,8.607379383081893e-19,5.349521058472277
10,9,5,8.045e-19,3.0689350439322537e-05,0.0004932517542454838,3.029773961437866e-05,0.000510100780672317,16.502881283021875,0.9801984606669213,8.234452477999302e-19,5.117745480422189
10,10,5,8.045e-19,3.0689350439322537e-05,0.0004932517542454838,3.719207459014003e-05,0.0005695349510096278,13.443724382413308,0.8779092470332829,1.043793160723131e-18,6.487216660802555
